"","cowcode","year","expend_security_p","expenddefence_p","exp_public_order_p","wagessalaries_p","subpentrans_p","pensions_p","total_welfare_p","education_p","health_p","social_protection_p","housing_p","owelfarespend_p"
"2063",345,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2064",345,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2065",345,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2066",345,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2067",345,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2068",345,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2069",346,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2070",346,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2071",346,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2072",346,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2073",346,1996,0.307692307692308,0.307692307692308,NA,0.384615384615385,NA,NA,NA,NA,NA,NA,NA,NA
"2074",346,1997,0.351870576339737,0.351870576339737,NA,0.296258847320526,NA,NA,NA,NA,NA,NA,NA,NA
"2075",346,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2076",346,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2077",346,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2078",346,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2079",346,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2080",346,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2081",346,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2082",346,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2083",346,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2084",349,1991,0.243589743589744,0.243589743589744,NA,0.512820512820513,NA,NA,NA,NA,NA,NA,NA,NA
"2085",349,1992,0.215801886792453,0.215801886792453,NA,0.568396226415094,NA,NA,NA,NA,NA,NA,NA,NA
"2086",349,1993,0.120949074074074,0.120949074074074,NA,0.758101851851852,NA,NA,NA,NA,NA,NA,NA,NA
"2087",349,1994,0.120689655172414,0.120689655172414,NA,0.758620689655172,NA,NA,NA,NA,NA,NA,NA,NA
"2088",349,1995,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2089",349,1996,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2090",349,1997,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2091",349,1998,NA,NA,NA,0.443718949609652,NA,0.556281050390348,NA,NA,NA,NA,NA,NA
"2092",349,1999,NA,NA,NA,0.442900454775139,NA,0.557099545224861,NA,NA,NA,NA,NA,NA
"2093",349,2000,NA,NA,NA,0.441243452516511,NA,0.558756547483489,NA,NA,NA,NA,NA,NA
"2094",349,2001,NA,NA,NA,0.455989609351584,NA,0.544010390648416,NA,NA,NA,NA,NA,NA
"2095",349,2002,NA,NA,NA,0.461503988527382,NA,0.538496011472618,NA,NA,NA,NA,NA,NA
"2096",349,2003,NA,NA,NA,0.46712169136008,NA,0.53287830863992,NA,NA,NA,NA,NA,NA
"2097",349,2004,NA,NA,NA,0.464934449534039,NA,0.535065550465961,NA,NA,NA,NA,NA,NA
"2098",349,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2099",349,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2100",350,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2101",350,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2102",350,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2103",350,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2104",350,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2105",350,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2106",350,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2107",350,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2108",350,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2109",350,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2110",350,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2111",350,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2112",350,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113",350,1959,0.297051611745709,0.235153399916273,0.061898211829436,NA,NA,0.114765863285689,0.145565456611447,0.078763231864123,NA,NA,NA,0.0668022247473237
"2114",350,1960,0.292900403768506,0.233064154329296,0.0598362494392104,NA,NA,0.110812023328847,0.15169358456707,0.0843427545984747,NA,NA,NA,0.0673508299685958
"2115",350,1961,0.272859300569304,0.201173463459974,0.0716858371093296,NA,NA,0.127338213082375,0.163471592889509,0.0938189845474614,NA,NA,NA,0.0696526083420472
"2116",350,1962,0.259668201742218,0.191089163846197,0.0685790378960218,NA,NA,0.12900183099373,0.175830882760917,0.100038839260944,NA,NA,NA,0.0757920434999723
"2117",350,1963,0.244541982557145,0.172718463204697,0.0718235193524483,NA,NA,0.133329533147124,0.188793250869293,0.107621273442399,NA,NA,NA,0.0811719774268939
"2118",350,1964,0.271844660194175,0.271844660194175,NA,NA,NA,NA,0.228155339805825,0.135922330097087,NA,0.0922330097087379,NA,NA
"2119",350,1965,0.26271186440678,0.26271186440678,NA,NA,NA,NA,0.23728813559322,0.144067796610169,NA,0.0932203389830508,NA,NA
"2120",350,1966,0.262962962962963,0.262962962962963,NA,NA,NA,NA,0.237037037037037,0.144444444444444,NA,0.0925925925925926,NA,NA
"2121",350,1967,0.286585365853659,0.286585365853659,NA,NA,NA,NA,0.213414634146341,0.13109756097561,NA,0.0823170731707317,NA,NA
"2122",350,1968,0.291666666666667,0.291666666666667,NA,NA,NA,NA,0.208333333333333,0.130555555555556,NA,0.0777777777777778,NA,NA
"2123",350,1969,0.303921568627451,0.303921568627451,NA,NA,NA,NA,0.196078431372549,0.117647058823529,NA,0.0784313725490196,NA,NA
"2124",350,1970,0.296875,0.296875,NA,NA,NA,NA,0.203125,0.120535714285714,NA,0.0825892857142857,NA,NA
"2125",350,1971,0.302734375,0.302734375,NA,NA,NA,NA,0.197265625,0.119140625,NA,0.078125,NA,NA
"2126",350,1972,0.292553191489362,0.292553191489362,NA,NA,NA,NA,0.207446808510638,0.124113475177305,NA,0.0833333333333333,NA,NA
"2127",350,1973,0.292035398230089,0.292035398230089,NA,NA,NA,NA,0.207964601769911,0.128318584070796,NA,0.079646017699115,NA,NA
"2128",350,1974,0.272466539196941,0.272466539196941,NA,0.455066921606119,NA,NA,NA,NA,NA,NA,NA,NA
"2129",350,1975,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2130",350,1976,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2131",350,1977,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2132",350,1978,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2133",350,1979,0.166391314609393,0.166391314609393,NA,0.199197545433089,NA,0.0837856974274251,0.192117063960349,0.0986547085201794,NA,NA,NA,0.0934623554401699
"2134",350,1980,0.163869693978282,0.163869693978282,NA,0.201579466929911,NA,0.0817374136229023,0.194471865745311,0.093385982230997,NA,NA,NA,0.101085883514314
"2135",350,1981,0.18905293482175,0.18905293482175,NA,0.233705437522506,NA,0.0921858120273677,0.148001440403313,0.0108030248469571,NA,NA,NA,0.137198415556356
"2136",350,1982,0.143240631375497,0.143240631375497,NA,0.210028991731988,NA,0.0757006335230323,0.213894555996993,0.0921292816493074,NA,NA,NA,0.121765274347686
"2137",350,1983,0.13601566672601,0.13601566672601,NA,0.214705358732419,NA,0.0742389175716575,0.219512195121951,0.0894605661385081,NA,NA,NA,0.130051628983443
"2138",350,1984,0.135626813902456,0.135626813902456,NA,0.219933460748921,NA,0.0753167693070008,0.216748071069583,0.0929425921993346,NA,NA,NA,0.123805478870248
"2139",350,1985,0.12486819468339,0.12486819468339,NA,0.229258005438704,NA,0.0735889894000777,0.22370830789722,0.0977301737055331,NA,NA,NA,0.125978134191687
"2140",350,1986,0.116441658630665,0.116441658630665,NA,0.230906460945034,NA,0.0774831243972999,0.229363548698168,0.0950337512054002,NA,NA,NA,0.134329797492768
"2141",350,1987,0.11422917078963,0.11422917078963,NA,0.217494557688502,NA,0.0729071838511775,0.24056995844053,0.0885810409657629,NA,NA,NA,0.151988917474767
"2142",350,1988,0.103215926493109,0.103215926493109,NA,0.208269525267994,NA,0.0756508422664625,0.254823889739663,0.0839203675344563,NA,NA,NA,0.170903522205207
"2143",350,1989,0.086945751795888,0.086945751795888,NA,0.215506564280406,NA,0.0750557344562794,0.267773098835769,0.085459499628437,NA,NA,NA,0.182313599207332
"2144",350,1990,0.0886235072281584,0.0886235072281584,NA,0.226691808087157,NA,0.0794049863817306,0.258328095537398,0.0877854598784831,NA,NA,NA,0.170542635658915
"2145",350,1991,0.0746895893027698,0.0746895893027698,NA,0.233619866284623,NA,0.080611270296084,0.268194842406877,0.0916905444126074,NA,NA,NA,0.176504297994269
"2146",350,1992,0.0848596874474878,0.0848596874474878,NA,0.225004200974626,NA,0.0749453873298605,0.265165518400269,0.0962863384305159,NA,NA,NA,0.168879179969753
"2147",350,1993,0.0608350885887746,0.0608350885887746,NA,0.182629166150415,NA,0.0615784908933218,0.317061082889357,0.0810308511956387,NA,NA,NA,0.236030231693718
"2148",350,1994,0.0881829733163914,0.0881829733163914,NA,0.203303684879288,NA,0.0693773824650572,0.275476493011436,0.0950444726810673,NA,NA,NA,0.180432020330368
"2149",350,1995,0.0879009566685425,0.0879009566685425,NA,0.211480022509848,NA,0.0679797411367473,0.27236916150816,0.0970174451322454,NA,NA,NA,0.175351716375914
"2150",350,1996,0.0814897503551857,0.0814897503551857,NA,0.225086259387051,NA,0.0686015831134565,0.271666328394561,0.0977268114471281,NA,NA,NA,0.173939516947433
"2151",350,1997,0.0812537777394007,0.0812537777394007,NA,0.22459200414472,NA,0.0638977635782748,0.274501338399102,0.0974009152922891,NA,NA,NA,0.177100423106813
"2152",350,1998,0.0808064772186061,0.0808064772186061,NA,0.222971900301635,NA,0.0683441816161295,0.273535481822512,0.0966026353389427,NA,NA,NA,0.176932846483569
"2153",350,1999,0.0798150534374289,0.0798150534374289,NA,0.225043583718639,NA,0.0701887364511483,0.272568786477678,0.106268475706814,NA,NA,NA,0.166300310770863
"2154",350,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2155",350,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2156",350,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2157",350,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2158",350,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2159",350,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2160",350,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161",352,1960,0.5,0.00579150579150579,0.494208494208494,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162",352,1961,0.5,0.065086782376502,0.434913217623498,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2163",352,1962,0.277983816587997,0.0327039784221173,0.24527983816588,NA,NA,NA,0.222016183412003,NA,0.174308833445718,0.0477073499662846,NA,NA
"2164",352,1963,0.161538461538462,0.0153846153846154,0.146153846153846,NA,NA,NA,0.338461538461538,0.223076923076923,0.0923076923076923,0.0230769230769231,NA,NA
"2165",352,1964,0.240963855421687,0.120481927710843,0.120481927710843,NA,NA,NA,0.259036144578313,0.174698795180723,0.0662650602409639,0.0180722891566265,NA,NA
"2166",352,1965,0.270833333333333,0.177083333333333,0.09375,NA,NA,NA,0.229166666666667,0.151041666666667,0.0625,0.015625,NA,NA
"2167",352,1966,0.343065693430657,NA,NA,NA,NA,NA,0.328467153284672,0.211678832116788,NA,NA,NA,0.116788321167883
"2168",352,1967,0.350993377483444,NA,NA,NA,NA,NA,0.324503311258278,0.211920529801325,NA,NA,NA,0.112582781456954
"2169",352,1968,0.294797687861272,NA,NA,NA,NA,NA,0.352601156069364,0.236994219653179,NA,NA,NA,0.115606936416185
"2170",352,1969,0.295336787564767,NA,NA,NA,NA,NA,0.352331606217617,0.233160621761658,NA,NA,NA,0.119170984455959
"2171",352,1970,0.298578199052133,NA,NA,NA,NA,NA,0.350710900473934,0.232227488151659,NA,NA,NA,0.118483412322275
"2172",352,1971,0.289256198347107,NA,NA,NA,NA,NA,0.355371900826446,0.231404958677686,NA,NA,NA,0.12396694214876
"2173",352,1972,0.280276816608997,NA,NA,NA,NA,NA,0.359861591695502,0.238754325259516,NA,NA,NA,0.121107266435986
"2174",352,1973,0.0913978494623656,NA,0.0913978494623656,0.333333333333333,NA,NA,0.241935483870968,0.110215053763441,0.0510752688172043,0.0510752688172043,0.0134408602150538,0.0161290322580645
"2175",352,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2176",352,1975,0.147113594040968,0.0782122905027933,0.068901303538175,0.283054003724395,NA,NA,0.211359404096834,0.0912476722532588,0.0437616387337058,0.0465549348230912,0.00931098696461825,0.0204841713221601
"2177",352,1976,0.156424581005587,0.0735567970204842,0.0828677839851024,0.284916201117318,NA,NA,0.201117318435754,0.0847299813780261,0.0484171322160149,0.0437616387337058,0.00931098696461825,0.0148975791433892
"2178",352,1977,0.153374233128834,0.0797546012269939,0.0736196319018405,0.276073619631902,NA,NA,0.208588957055215,0.098159509202454,0.044478527607362,0.0429447852760736,0.00613496932515337,0.0168711656441718
"2179",352,1978,0.132967786154901,0.0610006854009596,0.0719671007539411,0.294037011651816,NA,NA,0.220013708019191,0.10212474297464,0.047978067169294,0.04592186429061,0.00685400959561343,0.0171350239890336
"2180",352,1979,0.138728323699422,0.0667367314766159,0.0719915922228061,0.30635838150289,NA,NA,0.208092485549133,0.0951129795060431,0.047293746715712,0.0415133998949028,0.00840777719390436,0.0157645822385707
"2181",352,1980,0.120104438642298,0.0474325500435161,0.0726718885987816,0.315926892950392,NA,NA,0.221932114882507,0.0970409051348999,0.0517841601392515,0.0439512619669278,0.0139251523063534,0.015230635335074
"2182",352,1981,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2183",352,1982,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2184",352,1983,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2185",352,1984,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2186",352,1985,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2187",352,1986,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2188",352,1987,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2189",352,1988,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2190",352,1989,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2191",352,1990,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2192",352,1991,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2193",352,1992,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2194",352,1993,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2195",352,1994,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2196",352,1995,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2197",352,1996,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2198",352,1997,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2199",352,1998,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2200",352,1999,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2201",352,2000,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2202",352,2001,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2203",352,2002,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2204",352,2003,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2205",352,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2206",352,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2207",352,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2208",355,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209",355,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2210",355,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2211",355,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2212",355,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2213",355,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2214",355,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2215",355,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2216",355,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217",355,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2218",355,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2219",355,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2220",355,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2221",355,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2222",355,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2223",355,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2224",355,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2225",355,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2226",355,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2227",355,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2228",355,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2229",355,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2230",355,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2231",355,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2232",355,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2233",355,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2234",355,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2235",355,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2236",355,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2237",355,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2238",355,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2239",355,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2240",355,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2241",355,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2242",355,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2243",355,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2244",355,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2245",355,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2246",355,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2247",355,1985,0.290439080022809,NA,NA,0.285306975860103,NA,0.424253944117088,NA,NA,NA,NA,NA,NA
"2248",355,1986,0.316102394715111,NA,NA,0.285549132947977,NA,0.398348472336912,NA,NA,NA,NA,NA,NA
"2249",355,1987,0.309093893630991,NA,NA,0.278890347997374,NA,0.412015758371635,NA,NA,NA,NA,NA,NA
"2250",355,1988,0.301925183909845,NA,NA,0.278290812333699,NA,0.419784003756456,NA,NA,NA,NA,NA,NA
"2251",355,1989,0.289846429103921,NA,NA,0.275831221112271,NA,0.434322349783808,NA,NA,NA,NA,NA,NA
"2252",355,1990,0.252873563218391,NA,NA,0.28735632183908,NA,0.459770114942529,NA,NA,NA,NA,NA,NA
"2253",355,1991,0.21900826446281,NA,NA,0.268595041322314,NA,0.512396694214876,NA,NA,NA,NA,NA,NA
"2254",355,1992,0.2,NA,NA,0.3,NA,0.5,NA,NA,NA,NA,NA,NA
"2255",355,1993,0.19047619047619,NA,NA,0.288888888888889,NA,0.520634920634921,NA,NA,NA,NA,NA,NA
"2256",355,1994,0.196280991735537,NA,NA,0.273760330578512,NA,0.52995867768595,NA,NA,NA,NA,NA,NA
"2257",355,1995,0.223396758280479,NA,NA,0.27906976744186,NA,0.49753347427766,NA,NA,NA,NA,NA,NA
"2258",355,1996,0.226246271836387,NA,NA,0.253515125692373,NA,0.52023860247124,NA,NA,NA,NA,NA,NA
"2259",355,1997,0.26732331086919,NA,NA,0.267236910316226,NA,0.465439778814584,NA,NA,NA,NA,NA,NA
"2260",355,1998,0.247926267281106,NA,NA,0.27705069124424,NA,0.475023041474654,NA,NA,NA,NA,NA,NA
"2261",355,1999,0.241595317563972,NA,NA,0.285952691916993,NA,0.472451990519034,NA,NA,NA,NA,NA,NA
"2262",355,2000,0.189154513963136,NA,NA,0.268464268913313,NA,0.542381217123551,NA,NA,NA,NA,NA,NA
"2263",355,2001,0.0654770905791623,0.036997832552044,0.0284792580271183,0.0862442663440698,NA,0.136196380865971,0.323302585815817,0.0600836735722567,0.0602852966379354,0.202933615605625,NA,NA
"2264",355,2002,0.0677125597331169,0.0373275628888288,0.0303849968442882,0.088991073843657,NA,0.132720223604725,0.321431791542692,0.0609954016770354,0.0647822558831485,0.195654133982508,NA,NA
"2265",355,2003,0.0635381719990181,0.0337942885197611,0.029743883479257,0.0883315604287701,NA,0.129326569020538,0.327632763276328,0.061574339252107,0.0694705834219786,0.196587840602242,NA,NA
"2266",355,2004,NA,NA,NA,0.407845152449469,NA,0.592154847550531,NA,NA,NA,NA,NA,NA
"2267",355,2005,NA,NA,NA,0.402733118971061,NA,0.597266881028939,NA,NA,NA,NA,NA,NA
"2268",355,2006,NA,NA,NA,0.397122929380994,NA,0.602877070619006,NA,NA,NA,NA,NA,NA
"2269",359,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2270",359,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2271",359,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2272",359,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2273",359,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2274",359,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2275",359,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2276",359,1998,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2277",359,1999,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2278",359,2000,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2279",359,2001,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2280",359,2002,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2281",359,2003,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2282",359,2004,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2283",359,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2284",359,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2285",360,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2286",360,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2287",360,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2288",360,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289",360,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2290",360,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2291",360,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2292",360,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2293",360,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2294",360,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2295",360,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2296",360,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2297",360,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2298",360,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2299",360,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2300",360,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2301",360,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2302",360,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2303",360,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2304",360,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2305",360,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2306",360,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2307",360,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2308",360,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2309",360,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2310",360,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2311",360,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2312",360,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2313",360,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2314",360,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2315",360,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2316",360,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
