"","cowcode","year","expend_security_p","expenddefence_p","exp_public_order_p","wagessalaries_p","subpentrans_p","pensions_p","total_welfare_p","education_p","health_p","social_protection_p","housing_p","owelfarespend_p"
"266",52,1970,0.089870290302656,NA,NA,0.377702285361334,NA,NA,0.266213712168005,0.175416924027177,0.0907967881408277,NA,NA,NA
"267",52,1971,0.0668734250823803,NA,NA,0.318278736189184,NA,NA,0.307423919364218,0.153711959682109,0.153711959682109,NA,NA,NA
"268",52,1972,NA,NA,NA,0.889493511929678,NA,0.110506488070322,NA,NA,NA,NA,NA,NA
"269",52,1973,NA,NA,NA,0.890625,NA,0.109375,NA,NA,NA,NA,NA,NA
"270",52,1974,NA,NA,NA,0.910874439461883,NA,0.0891255605381166,NA,NA,NA,NA,NA,NA
"271",52,1975,NA,NA,NA,0.882038157282457,NA,0.117961842717543,NA,NA,NA,NA,NA,NA
"272",52,1976,NA,NA,NA,0.87033546928006,NA,0.12966453071994,NA,NA,NA,NA,NA,NA
"273",52,1977,NA,NA,NA,0.883490844654459,NA,0.11650915534554,NA,NA,NA,NA,NA,NA
"274",52,1978,NA,NA,NA,0.857666743066697,NA,0.142333256933303,NA,NA,NA,NA,NA,NA
"275",52,1979,NA,NA,NA,0.861323851203501,NA,0.138676148796499,NA,NA,NA,NA,NA,NA
"276",52,1980,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"277",52,1981,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"278",52,1982,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"279",52,1983,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"280",52,1984,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"281",52,1985,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"282",52,1986,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"283",52,1987,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"284",52,1988,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"285",52,1989,0.0769405720707463,0.00726460278810906,0.0696759692826372,0.265860380488588,NA,NA,0.29012923768496,0.106534128916598,0.0738501056912745,0.089248923019292,0.0204960800577957,NA
"286",52,1990,0.0664232189400521,0.00822654213727194,0.0581966768027802,0.269168114682884,NA,NA,0.298992723718506,0.114438531711555,0.0607080799304952,0.100632602085143,0.0232135099913119,NA
"287",52,1991,0.0694068931920594,0.00842771891365242,0.060979174278407,0.279283887468031,NA,NA,0.290951163073925,0.119948849104859,0.0595420777006455,0.0870904883692608,0.0243697478991597,NA
"288",52,1992,0.069472622316875,0.00808160062769714,0.0613910216891778,0.280412486689458,NA,NA,0.290321134338396,0.108199293840722,0.0735302359468699,0.0796502830241551,0.0289413215266491,NA
"289",52,1993,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"290",52,1994,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"291",52,1995,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"292",52,1996,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"293",52,1997,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"294",52,1998,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"295",52,1999,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"296",52,2000,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"297",52,2001,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"298",52,2002,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"299",52,2003,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"300",52,2004,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"301",52,2005,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"302",52,2006,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"303",53,1966,NA,NA,NA,NA,NA,NA,0.5,0.266169154228856,0.176616915422886,0.0398009950248756,0.0174129353233831,NA
"304",53,1967,NA,NA,NA,NA,NA,NA,0.5,0.257918552036199,0.17420814479638,0.0565610859728507,0.0113122171945701,NA
"305",53,1968,NA,NA,NA,NA,NA,NA,0.5,0.268595041322314,0.167355371900826,0.0516528925619835,0.012396694214876,NA
"306",53,1969,NA,NA,NA,NA,NA,NA,0.5,0.208333333333333,0.220430107526882,0.0403225806451613,0.0309139784946237,NA
"307",53,1970,NA,NA,NA,NA,NA,NA,0.5,0.19620253164557,0.208860759493671,0.0527426160337553,0.0421940928270042,NA
"308",53,1971,0.00137268359643102,0.00137268359643102,NA,0.260123541523679,NA,NA,0.36856554564173,0.159917638984214,0.10706932052162,0.0391214824982841,0.0624571036376115,NA
"309",53,1972,0.0016220600162206,0.0016220600162206,NA,NA,NA,NA,0.475263584752636,0.211678832116788,0.143552311435523,0.106244931062449,0.0600162206001622,NA
"310",53,1973,0.00765606595995289,0.00765606595995289,NA,NA,NA,NA,0.469375736160188,0.209658421672556,0.138987043580683,0.108362779740872,0.0583038869257951,NA
"311",53,1974,0.0113168724279835,0.0113168724279835,NA,NA,NA,NA,0.482510288065844,0.200102880658436,0.136831275720165,0.102366255144033,0.0555555555555556,NA
"312",53,1975,0.0102171136653895,0.0102171136653895,NA,0.871008939974457,NA,0.108556832694764,NA,NA,NA,NA,NA,NA
"313",53,1976,0.00866217516843118,0.00866217516843118,NA,0.87487969201155,NA,0.107795957651588,NA,NA,NA,NA,NA,NA
"314",53,1977,0.0077720207253886,0.0077720207253886,NA,0.873056994818653,NA,0.11139896373057,NA,NA,NA,NA,NA,NA
"315",53,1978,0.0100308641975309,0.0100308641975309,NA,0.866512345679012,NA,0.113425925925926,NA,NA,NA,NA,NA,NA
"316",53,1979,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"317",53,1980,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"318",53,1981,0.0318181818181818,0.0318181818181818,NA,0.835,NA,0.101363636363636,NA,NA,NA,NA,NA,NA
"319",53,1982,0.0400330169211721,0.0400330169211721,NA,0.811390837804375,NA,0.108543128353281,NA,NA,NA,NA,NA,NA
"320",53,1983,0.0466849744998038,0.0466849744998038,NA,0.789329148685759,NA,0.117300902314633,NA,NA,NA,NA,NA,NA
"321",53,1984,0.0556153570147112,NA,NA,0.822389666307858,NA,0.121994976677431,NA,NA,NA,NA,NA,NA
"322",53,1985,0.0551883674818242,NA,NA,0.827495042961005,NA,0.117316589557171,NA,NA,NA,NA,NA,NA
"323",53,1986,0.0366860287373892,NA,NA,0.839804341180067,NA,0.123509630082544,NA,NA,NA,NA,NA,NA
"324",53,1987,0.0445387062566278,NA,NA,0.843319194061506,NA,0.112142099681866,NA,NA,NA,NA,NA,NA
"325",53,1988,0.037037037037037,NA,NA,0.844041320231796,NA,0.118921642731167,NA,NA,NA,NA,NA,NA
"326",53,1989,0.0359227660529861,NA,NA,0.846654692411316,NA,0.117422541535698,NA,NA,NA,NA,NA,NA
"327",53,1990,0.0324786324786325,NA,NA,0.861158594491928,NA,0.10636277302944,NA,NA,NA,NA,NA,NA
"328",53,1991,0.0350072931860804,NA,NA,0.840800166701396,NA,0.124192540112523,NA,NA,NA,NA,NA,NA
"329",53,1992,0.040661013263753,NA,NA,0.815829528158295,NA,0.143509458577952,NA,NA,NA,NA,NA,NA
"330",53,1993,0.0401630988786952,NA,NA,0.829357798165138,NA,0.130479102956167,NA,NA,NA,NA,NA,NA
"331",53,1994,0.0401197604790419,NA,NA,0.827345309381238,NA,0.132534930139721,NA,NA,NA,NA,NA,NA
"332",53,1995,0.0407351269420235,NA,NA,0.832322849564229,NA,0.126942023493748,NA,NA,NA,NA,NA,NA
"333",53,1996,0.0376344086021505,NA,NA,0.8281304197017,NA,0.13423517169615,NA,NA,NA,NA,NA,NA
"334",53,1997,0.038869835048179,NA,NA,0.829332026784256,NA,0.131798138167565,NA,NA,NA,NA,NA,NA
"335",53,1998,0.0481948523060978,NA,NA,0.951805147693902,NA,NA,NA,NA,NA,NA,NA,NA
"336",53,1999,0.0454329586829191,NA,NA,0.954567041317081,NA,NA,NA,NA,NA,NA,NA,NA
"337",53,2000,0.0365756692287305,NA,NA,0.829578584680626,NA,0.133845746090644,NA,NA,NA,NA,NA,NA
"338",53,2001,0.0371332121526876,NA,NA,0.817969358608154,NA,0.144897429239159,NA,NA,NA,NA,NA,NA
"339",53,2002,0.03988743379544,NA,NA,0.814878248704387,NA,0.145234317500173,NA,NA,NA,NA,NA,NA
"340",53,2003,0.0490700435298773,NA,NA,0.795409576573011,NA,0.155520379897111,NA,NA,NA,NA,NA,NA
"341",53,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",53,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",53,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",54,1979,NA,NA,NA,0.941818181818182,NA,0.0581818181818182,NA,NA,NA,NA,NA,NA
"345",54,1980,NA,NA,NA,0.928388746803069,NA,0.0716112531969309,NA,NA,NA,NA,NA,NA
"346",54,1981,0.0733772342427093,NA,0.0733772342427093,0.359360301034807,NA,0.0310442144873001,0.231420507996237,0.107243650047037,0.0799623706491063,0.0385700846660395,0.00564440263405456,NA
"347",54,1982,0.0699172033118675,NA,0.0699172033118675,0.329346826126955,NA,0.0395584176632935,0.245630174793008,0.112235510579577,0.0873965041398344,0.0395584176632935,0.00643974241030359,NA
"348",54,1983,0.0789685737308622,NA,0.0789685737308622,0.319097502014504,NA,0.0346494762288477,0.244157937147462,0.111200644641418,0.0797743755036261,0.0459307010475423,0.0072522159548751,NA
"349",54,1984,0.07996953541508,NA,0.07996953541508,0.322162985529322,NA,0.0380807311500381,0.23990860624524,0.108149276466108,0.0769230769230769,0.0472201066260472,0.00761614623000762,NA
"350",54,1985,NA,NA,NA,0.904030710172745,NA,0.0959692898272553,NA,NA,NA,NA,NA,NA
"351",54,1986,NA,NA,NA,0.899267399267399,NA,0.100732600732601,NA,NA,NA,NA,NA,NA
"352",54,1987,NA,NA,NA,0.900854700854701,NA,0.0991452991452991,NA,NA,NA,NA,NA,NA
"353",54,1988,NA,NA,NA,0.902777777777778,NA,0.0972222222222222,NA,NA,NA,NA,NA,NA
"354",54,1989,NA,NA,NA,0.899850523168909,NA,0.100149476831091,NA,NA,NA,NA,NA,NA
"355",54,1990,NA,NA,NA,0.909090909090909,NA,0.0909090909090909,NA,NA,NA,NA,NA,NA
"356",54,1991,NA,NA,NA,0.90167865707434,NA,0.0983213429256595,NA,NA,NA,NA,NA,NA
"357",54,1992,NA,NA,NA,0.898601398601399,NA,0.101398601398601,NA,NA,NA,NA,NA,NA
"358",54,1993,NA,NA,NA,0.906598984771574,NA,0.0934010152284264,NA,NA,NA,NA,NA,NA
"359",54,1994,NA,NA,NA,0.90495867768595,NA,0.0950413223140496,NA,NA,NA,NA,NA,NA
"360",54,1995,NA,NA,NA,0.904907975460123,NA,0.0950920245398773,NA,NA,NA,NA,NA,NA
"361",54,1996,NA,NA,NA,0.904245709123758,NA,0.0957542908762421,NA,NA,NA,NA,NA,NA
"362",54,1997,NA,NA,NA,0.905711695376247,NA,0.0942883046237534,NA,NA,NA,NA,NA,NA
"363",54,1998,NA,NA,NA,0.881909547738693,NA,0.118090452261307,NA,NA,NA,NA,NA,NA
"364",54,1999,NA,NA,NA,0.895783611774065,NA,0.104216388225935,NA,NA,NA,NA,NA,NA
"365",54,2000,NA,NA,NA,0.896604938271605,NA,0.103395061728395,NA,NA,NA,NA,NA,NA
"366",54,2001,NA,NA,NA,0.879909365558912,NA,0.120090634441088,NA,NA,NA,NA,NA,NA
"367",54,2002,NA,NA,NA,0.875565610859729,NA,0.124434389140271,NA,NA,NA,NA,NA,NA
"368",54,2003,NA,NA,NA,0.84646628757108,NA,0.15353371242892,NA,NA,NA,NA,NA,NA
"369",54,2004,NA,NA,NA,0.825910931174089,NA,0.174089068825911,NA,NA,NA,NA,NA,NA
"370",54,2005,NA,NA,NA,0.829133858267717,NA,0.170866141732283,NA,NA,NA,NA,NA,NA
"371",54,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",55,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",55,1975,0.0258284600389864,0.0258284600389864,NA,NA,NA,0.0633528265107212,0.442495126705653,0.241715399610136,NA,0.0277777777777778,NA,0.173001949317739
"374",55,1976,0.0184442662389735,0.0184442662389735,NA,NA,NA,0.0521251002405774,0.455493183640738,0.248997594226143,NA,0.0312750601443464,NA,0.175220529270249
"375",55,1977,0.0214529852374373,0.0214529852374373,NA,NA,NA,0.0618136862773616,0.447640171623882,0.230165078903352,NA,0.0222165660679223,NA,0.195258526652607
"376",55,1978,0.0198863636363636,0.0198863636363636,NA,NA,NA,0.0568181818181818,0.451704545454545,0.21875,NA,0.03125,NA,0.201704545454545
"377",55,1979,0.131534569983137,0.0421585160202361,0.0893760539629005,NA,NA,0.0387858347386172,0.349072512647555,0.18043844856661,NA,0.0387858347386172,NA,0.129848229342327
"378",55,1980,0.11525974025974,0.0487012987012987,0.0665584415584416,NA,NA,0.038961038961039,0.36525974025974,0.186688311688312,NA,0.038961038961039,NA,0.13961038961039
"379",55,1981,0.0838150289017341,0.0452793834296724,0.0385356454720617,0.313102119460501,NA,0.0298651252408478,0.244701348747592,0.115606936416185,0.092485549132948,0.0366088631984586,NA,NA
"380",55,1982,0.050682261208577,0.050682261208577,NA,0.298245614035088,NA,0.0350877192982456,0.282651072124756,0.140350877192982,0.094541910331384,0.0477582846003899,NA,NA
"381",55,1983,0.0466893039049236,0.0466893039049236,NA,0.298811544991511,NA,0.033955857385399,0.286926994906621,0.140067911714771,0.0950764006791171,0.0517826825127334,NA,NA
"382",55,1984,NA,NA,NA,0.376601195559351,NA,0.0307429547395389,0.296327924850555,0.150298889837746,0.0990606319385141,0.0469684030742955,NA,NA
"383",55,1985,NA,NA,NA,0.901893287435456,NA,0.0981067125645439,NA,NA,NA,NA,NA,NA
"384",55,1986,NA,NA,NA,0.869642857142857,NA,0.130357142857143,NA,NA,NA,NA,NA,NA
"385",55,1987,NA,NA,NA,0.875590551181102,NA,0.124409448818898,NA,NA,NA,NA,NA,NA
"386",55,1988,NA,NA,NA,0.826086956521739,NA,0.173913043478261,NA,NA,NA,NA,NA,NA
"387",55,1989,NA,NA,NA,0.888665997993982,NA,0.111334002006018,NA,NA,NA,NA,NA,NA
"388",55,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",55,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",55,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",55,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",55,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",55,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",55,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",55,1997,NA,NA,NA,0.394875659382065,NA,NA,0.302562170308968,0.162396382818387,0.108138658628485,NA,NA,0.032027128862095
"396",55,1998,NA,NA,NA,0.358931552587646,NA,NA,0.320534223706177,0.172621035058431,0.116193656093489,NA,NA,0.0317195325542571
"397",55,1999,NA,NA,NA,0.354127284183995,NA,NA,0.322936357908003,0.190926275992439,0.104599873976055,NA,NA,0.0274102079395085
"398",55,2000,NA,NA,NA,0.299771167048055,NA,NA,0.350114416475973,0.179061784897025,0.139302059496568,NA,NA,0.0317505720823799
"399",55,2001,NA,NA,NA,0.286871165644172,NA,NA,0.356564417177914,0.173251533742331,0.156073619631902,NA,NA,0.027239263803681
"400",55,2002,NA,NA,NA,0.306805827353773,NA,NA,0.346597086323114,0.153946510110894,0.11176342683192,0.0787127636442705,0.0015220700152207,0.000652315720808871
"401",55,2003,NA,NA,NA,0.282173498570067,NA,NA,0.358913250714967,0.163727359389895,0.11606291706387,0.0784080076263108,0,0.000714966634890372
"402",55,2004,NA,NA,NA,0.305429864253394,NA,NA,0.347285067873303,0.152488687782805,0.0979638009049774,0.0893665158371041,0.00678733031674208,0.000678733031674208
"403",55,2005,NA,NA,NA,0.244597784637734,NA,NA,0.377701107681133,0.13673506446341,0.0739059378972217,0.065008171418195,0.101688759760305,0.00036317414200109
"404",55,2006,NA,NA,NA,0.219464720194647,NA,NA,0.390267639902676,0.130575831305758,0.0978102189781022,0.097323600973236,0.0640713706407137,0.00048661800486618
"405",58,1981,NA,NA,NA,0.817551963048499,NA,0.0993071593533487,0.0415704387990762,NA,0.0415704387990762,NA,NA,NA
"406",58,1982,NA,NA,NA,0.827586206896552,NA,0.0842911877394636,0.0440613026819923,NA,0.0440613026819923,NA,NA,NA
"407",58,1983,NA,NA,NA,0.809963099630996,NA,0.101476014760148,0.044280442804428,NA,0.044280442804428,NA,NA,NA
"408",58,1984,NA,NA,NA,0.81981981981982,NA,0.0972972972972973,0.0414414414414414,NA,0.0414414414414414,NA,NA,NA
"409",58,1985,NA,NA,NA,0.831761006289308,NA,0.080188679245283,0.0440251572327044,NA,0.0440251572327044,NA,NA,NA
"410",58,1986,NA,NA,NA,0.815468113975577,NA,0.0868385345997286,0.0488466757123474,NA,0.0488466757123474,NA,NA,NA
"411",58,1987,NA,NA,NA,0.830840046029919,NA,0.0771001150747986,0.046029919447641,NA,0.046029919447641,NA,NA,NA
"412",58,1988,NA,NA,NA,0.881322957198444,NA,0.0680933852140078,0.0252918287937743,NA,0.0252918287937743,NA,NA,NA
"413",58,1989,NA,NA,NA,0.885163453478625,NA,0.0762782900251467,0.019279128248114,NA,0.019279128248114,NA,NA,NA
"414",58,1990,NA,NA,NA,0.896525096525096,NA,0.071042471042471,0.0162162162162162,NA,0.0162162162162162,NA,NA,NA
"415",58,1991,NA,NA,NA,0.893246187363834,NA,0.074800290486565,0.0159767610748003,NA,0.0159767610748003,NA,NA,NA
"416",58,1992,NA,NA,NA,0.882588392261508,NA,0.0800533689126084,0.018679119412942,NA,0.018679119412942,NA,NA,NA
"417",58,1993,NA,NA,NA,0.895176848874598,NA,0.0662379421221865,0.0192926045016077,NA,0.0192926045016077,NA,NA,NA
"418",58,1994,NA,NA,NA,0.877111240535818,NA,0.0844496214327315,0.0192195690157251,NA,0.0192195690157251,NA,NA,NA
"419",58,1995,NA,NA,NA,0.864273696017947,NA,0.0785193494111049,0.0286034772854739,NA,0.0286034772854739,NA,NA,NA
"420",58,1996,NA,NA,NA,0.865210442194992,NA,0.0783164624400639,0.028236547682472,NA,0.028236547682472,NA,NA,NA
"421",58,1997,NA,NA,NA,0.861111111111111,NA,0.0812368972746331,0.0288259958071279,NA,0.0288259958071279,NA,NA,NA
"422",58,1998,NA,NA,NA,0.813737884534345,NA,0.0792246101980615,0.0535187526337969,NA,0.0535187526337969,NA,NA,NA
"423",58,1999,NA,NA,NA,0.821135175504108,NA,0.0638536221060493,0.0575056011949216,0.0138162808065721,0.0436893203883495,NA,NA,NA
"424",58,2000,NA,NA,NA,0.810467289719626,NA,0.0609345794392523,0.0642990654205607,0.0142056074766355,0.0500934579439252,NA,NA,NA
"425",58,2001,NA,NA,NA,0.806301467955603,NA,0.06265664160401,0.0655209452201933,0.0143215180809166,0.0511994271392768,NA,NA,NA
"426",58,2002,NA,NA,NA,0.816551724137931,NA,0.0779310344827586,0.0527586206896552,0.0117241379310345,0.0410344827586207,NA,NA,NA
"427",58,2003,NA,NA,NA,0.786230745048727,NA,0.0980823640364665,0.0578434454574033,0.0125746620559572,0.0452687834014461,NA,NA,NA
"428",58,2004,NA,NA,NA,0.78566958698373,NA,0.102315394242804,0.0560075093867334,0.0122027534418023,0.0438047559449312,NA,NA,NA
"429",58,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",58,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",70,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",70,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",70,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",70,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",70,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",70,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",70,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",70,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",70,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",70,1955,0.0876107674301956,0.0876107674301956,NA,0.292091623474335,NA,NA,0.266343420832637,0.130078582176893,0.0486540712255476,0.0876107674301956,NA,NA
"441",70,1956,0.0868715083798883,0.0868715083798883,NA,0.289664804469274,NA,NA,0.268296089385475,0.131843575418994,0.0495810055865922,0.0868715083798883,NA,NA
"442",70,1957,0.0913365463735747,0.0913365463735747,NA,0.275655342658987,NA,NA,0.270835782296932,0.123545315622429,0.0559539203009286,0.0913365463735747,NA,NA
"443",70,1958,0.0873509326266436,0.0873509326266436,NA,0.278768728977678,NA,NA,0.273264702884517,0.131994699826725,0.0539190704311487,0.0873509326266436,NA,NA
"444",70,1959,0.0796986887380266,0.0796986887380266,NA,0.300102297033386,NA,NA,0.27025016274528,0.139774946526551,0.0507765274807031,0.0796986887380266,NA,NA
"445",70,1960,0.0860864788511339,0.0860864788511339,NA,0.309581731146512,NA,NA,0.25912265557561,0.1527112924743,0.0490465353527427,0.0573648277485678,NA,NA
"446",70,1961,0.0824764051274827,0.0824764051274827,NA,0.309198478658966,NA,NA,0.262924355543034,0.155021834061135,0.0445133117340471,0.0633892097478518,NA,NA
"447",70,1962,0.0801374141161774,0.0801374141161774,NA,0.299812617114304,NA,NA,0.269956277326671,0.154590880699563,0.0426608369768894,0.0727045596502186,NA,NA
"448",70,1963,0.0765379908777395,0.0765379908777395,NA,0.299810879964401,NA,NA,0.27355656914006,0.159305818222272,0.0417732784514407,0.0724774724663478,NA,NA
"449",70,1964,0.077637335926106,0.077637335926106,NA,0.288770053475936,NA,NA,0.277977637335926,0.155614973262032,0.0476421973748177,0.0747204666990763,NA,NA
"450",70,1965,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"451",70,1966,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"452",70,1967,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"453",70,1968,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"454",70,1969,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"455",70,1970,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"456",70,1971,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"457",70,1972,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"458",70,1973,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"459",70,1974,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"460",70,1975,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"461",70,1976,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"462",70,1977,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"463",70,1978,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"464",70,1979,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"465",70,1980,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"466",70,1981,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"467",70,1982,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"468",70,1983,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"469",70,1984,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"470",70,1985,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"471",70,1986,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"472",70,1987,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"473",70,1988,0.00370943356422067,0.00370943356422067,NA,0.19514081783341,NA,NA,0.420168067226891,0.186350690903977,NA,0.00216237122464048,0.0024084947786646,0.186350690903977
"474",70,1989,0.00335186718719192,0.00335186718719192,NA,0.202426488951983,NA,NA,0.411425266506303,0.177451792263102,NA,0.00172193961381232,0.00178766249983569,0.198483115790581
"475",70,1990,0.0292008470203036,0.0292008470203036,NA,0.151520543801271,NA,NA,0.395038881079061,0.163709806573305,NA,0.0266918162891258,0.0133459081445629,0.191291350072068
"476",70,1991,0.026601934686159,0.026601934686159,NA,0.138252478968167,NA,NA,0.404271825829757,0.164254370014789,NA,0.0357601764976847,0.0163648265328388,0.187892452784445
"477",70,1992,0.0216998010934861,0.0216998010934861,NA,0.076014273291553,NA,NA,0.440293062260737,0.179915439743321,NA,0.0449788599358302,0.0229891950783132,0.192409567503273
"478",70,1993,0.0205728528234044,0.0205728528234044,NA,0.0836397809920732,NA,NA,0.437198659802239,0.186728773392171,NA,0.0412682847103048,0.021655634550952,0.188363160905451
"479",70,1994,0.0239723245233969,0.0239723245233969,NA,0.0800882798960139,NA,NA,0.436660528596187,0.189896555459272,NA,0.0375731152512998,0.027418219237435,0.180418652512998
"480",70,1995,0.0218774176910513,0.0218774176910513,NA,0.0808619158142067,NA,NA,0.43840797730594,0.195421072237027,NA,0.0409753861142153,0.0189117166680994,0.181667096478409
"481",70,1996,0.0217803811566702,0.0217803811566702,NA,0.0788301295272667,NA,NA,0.439320188103292,0.190165827901988,NA,0.0259879547892088,0.038775678574375,0.183359458790529
"482",70,1997,0.203877221324717,0.203877221324717,NA,0.592245557350565,NA,NA,NA,NA,NA,NA,NA,NA
"483",70,1998,0.197803669479041,0.197803669479041,NA,0.604392661041918,NA,NA,NA,NA,NA,NA,NA,NA
"484",70,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",70,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",70,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",70,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",70,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",70,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",70,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",70,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",80,1981,NA,NA,NA,0.877922077922078,NA,0.122077922077922,NA,NA,NA,NA,NA,NA
"493",80,1982,NA,NA,NA,0.910675381263617,NA,0.0893246187363834,NA,NA,NA,NA,NA,NA
"494",80,1983,NA,NA,NA,0.915254237288136,NA,0.0847457627118644,NA,NA,NA,NA,NA,NA
"495",80,1984,NA,NA,NA,0.909853249475891,NA,0.090146750524109,NA,NA,NA,NA,NA,NA
"496",80,1985,NA,NA,NA,0.906639004149378,NA,0.0933609958506224,NA,NA,NA,NA,NA,NA
"497",80,1986,NA,NA,NA,0.912885662431942,NA,0.0871143375680581,NA,NA,NA,NA,NA,NA
